id_geo___ca,pj,total,t_voluntario,t_necesario,t_consecutivo,c_ordinario,c_especial,c_sin_masa,comunidad_provincia,comunidad_autonoma,año,trimestre
925,empresas,11.0,9.0,0.0,2.0,1.0,0.0,10.0,lleida,Cataluña,2021,3
943,empresas,11.0,11.0,0.0,0.0,4.0,3.0,4.0,tarragona,Cataluña,2021,3
734,empresas,82.0,80.0,1.0,1.0,16.0,0.0,66.0,valencia,Valencia,2021,3
1106,empresas,5.0,5.0,0.0,0.0,2.0,0.0,3.0,badajoz,Extremadura,2021,3
1110,empresas,3.0,3.0,0.0,0.0,1.0,0.0,2.0,caceres,Extremadura,2021,3
1227,empresas,7.0,7.0,0.0,0.0,7.0,0.0,0.0,lugo,Galicia,2021,3
1232,empresas,3.0,3.0,0.0,0.0,3.0,0.0,0.0,ourense,Galicia,2021,3
1236,empresas,14.0,14.0,0.0,0.0,12.0,0.0,2.0,pontevedra,Galicia,2021,3
1328,empresas,205.0,200.0,4.0,1.0,42.0,8.0,155.0,madrid,Madrid,2021,3
1430,empresas,16.0,16.0,0.0,0.0,13.0,0.0,3.0,murcia,Murcia,2021,3
1531,empresas,6.0,6.0,0.0,0.0,2.0,1.0,3.0,navarra,Navarra,2021,3
1601,empresas,5.0,5.0,0.0,0.0,0.0,0.0,5.0,araba alava,Pais Vasco,2021,3
1648,empresas,22.0,22.0,0.0,0.0,5.0,2.0,15.0,bizkaia,Pais Vasco,2021,3
1620,empresas,24.0,24.0,0.0,0.0,8.0,2.0,14.0,gipuzkoa,Pais Vasco,2021,3
104,fisica,26.0,5.0,0.0,21.0,24.0,1.0,1.0,almeria,Andalucia,2021,4
111,fisica,26.0,0.0,0.0,26.0,22.0,0.0,4.0,cadiz,Andalucia,2021,4
114,fisica,29.0,1.0,0.0,28.0,27.0,0.0,2.0,cordoba,Andalucia,2021,4
118,fisica,19.0,4.0,0.0,15.0,18.0,1.0,0.0,granada,Andalucia,2021,4
121,fisica,3.0,0.0,0.0,3.0,3.0,0.0,0.0,huelva,Andalucia,2021,4
123,fisica,21.0,1.0,0.0,20.0,17.0,0.0,4.0,jaen,Andalucia,2021,4
129,fisica,46.0,8.0,0.0,38.0,32.0,0.0,14.0,malaga,Andalucia,2021,4
141,fisica,71.0,11.0,0.0,60.0,65.0,2.0,4.0,sevilla,Andalucia,2021,4
943,fisica,67.0,10.0,0.0,57.0,35.0,1.0,31.0,aragon,,2021,4
222,fisica,6.0,2.0,0.0,4.0,3.0,0.0,3.0,huesca,Aragon,2021,4
244,fisica,1.0,0.0,0.0,1.0,1.0,0.0,0.0,teruel,Aragon,2021,4
250,fisica,60.0,8.0,0.0,52.0,31.0,1.0,28.0,zaragoza,Aragon,2021,4
333,fisica,58.0,26.0,0.0,32.0,27.0,0.0,31.0,asturias,Asturias,2021,4
407,fisica,30.0,22.0,0.0,8.0,29.0,1.0,0.0,balears illes,Baleares,2021,4
639,fisica,93.0,18.0,0.0,75.0,68.0,1.0,24.0,canarias,,2021,4
538,fisica,40.0,8.0,0.0,32.0,36.0,1.0,3.0,santa cruz de tenerife,Canarias,2021,4
639,fisica,11.0,8.0,1.0,2.0,10.0,0.0,1.0,cantabria,Cantabria,2021,4
705,fisica,4.0,1.0,0.0,3.0,3.0,0.0,1.0,avila,Castilla y Leon,2021,4
709,fisica,9.0,5.0,0.0,4.0,9.0,0.0,0.0,burgos,Castilla y Leon,2021,4
724,fisica,17.0,6.0,0.0,11.0,10.0,0.0,7.0,leon,Castilla y Leon,2021,4
734,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,palencia,Castilla y Leon,2021,4
737,fisica,7.0,2.0,0.0,5.0,5.0,0.0,2.0,salamanca,Castilla y Leon,2021,4
740,fisica,7.0,6.0,0.0,1.0,7.0,0.0,0.0,segovia,Castilla y Leon,2021,4
742,fisica,1.0,1.0,0.0,0.0,1.0,0.0,0.0,soria,Castilla y Leon,2021,4
747,fisica,28.0,10.0,1.0,17.0,18.0,0.0,10.0,valladolid,Castilla y Leon,2021,4
749,fisica,3.0,0.0,0.0,3.0,3.0,0.0,0.0,zamora,Castilla y Leon,2021,4
802,fisica,9.0,3.0,0.0,6.0,3.0,0.0,6.0,albacete,Castilla La Mancha,2021,4
813,fisica,16.0,7.0,0.0,9.0,3.0,0.0,13.0,ciudad real,Castilla La Mancha,2021,4
816,fisica,2.0,0.0,0.0,2.0,0.0,0.0,2.0,cuenca,Castilla La Mancha,2021,4
819,fisica,24.0,4.0,0.0,20.0,11.0,1.0,12.0,guadalajara,Castilla La Mancha,2021,4
845,fisica,7.0,5.0,0.0,2.0,5.0,0.0,2.0,toledo,Castilla La Mancha,2021,4
908,fisica,594.0,37.0,0.0,557.0,567.0,3.0,24.0,barcelona,Cataluña,2021,4
917,fisica,82.0,4.0,0.0,78.0,76.0,0.0,6.0,girona,Cataluña,2021,4
925,fisica,29.0,1.0,0.0,28.0,29.0,0.0,0.0,lleida,Cataluña,2021,4
943,fisica,49.0,4.0,0.0,45.0,40.0,0.0,9.0,tarragona,Cataluña,2021,4
734,fisica,176.0,57.0,0.0,119.0,159.0,1.0,16.0,valencia,Valencia,2021,4
1106,fisica,8.0,6.0,0.0,2.0,7.0,0.0,1.0,badajoz,Extremadura,2021,4
1110,fisica,5.0,2.0,0.0,3.0,3.0,0.0,2.0,caceres,Extremadura,2021,4
1227,fisica,13.0,8.0,0.0,5.0,13.0,0.0,0.0,lugo,Galicia,2021,4
1232,fisica,7.0,5.0,0.0,2.0,6.0,0.0,1.0,ourense,Galicia,2021,4
1236,fisica,34.0,16.0,0.0,18.0,27.0,0.0,7.0,pontevedra,Galicia,2021,4
1328,fisica,260.0,31.0,1.0,228.0,210.0,3.0,45.0,madrid,Madrid,2021,4
1430,fisica,40.0,30.0,0.0,10.0,36.0,0.0,4.0,murcia,Murcia,2021,4
1531,fisica,26.0,8.0,0.0,18.0,16.0,0.0,10.0,navarra,Navarra,2021,4
1601,fisica,6.0,5.0,0.0,1.0,6.0,0.0,0.0,araba alava,Pais Vasco,2021,4
1648,fisica,33.0,23.0,0.0,10.0,26.0,0.0,7.0,bizkaia,Pais Vasco,2021,4
1620,fisica,15.0,10.0,0.0,5.0,6.0,0.0,9.0,gipuzkoa,Pais Vasco,2021,4
1851,fisica,1.0,1.0,0.0,0.0,1.0,0.0,0.0,ceuta,Ceuta,2021,4
1952,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melilla,Melilla,2021,4
104,empresas,12.0,12.0,0.0,0.0,0.0,7.0,5.0,almeria,Andalucia,2021,4
111,empresas,24.0,23.0,0.0,1.0,16.0,1.0,7.0,cadiz,Andalucia,2021,4
114,empresas,10.0,9.0,0.0,1.0,3.0,5.0,2.0,cordoba,Andalucia,2021,4
118,empresas,9.0,9.0,0.0,0.0,6.0,1.0,2.0,granada,Andalucia,2021,4
121,empresas,5.0,4.0,0.0,1.0,1.0,0.0,4.0,huelva,Andalucia,2021,4
123,empresas,8.0,8.0,0.0,0.0,6.0,2.0,0.0,jaen,Andalucia,2021,4
129,empresas,17.0,17.0,0.0,0.0,10.0,3.0,4.0,malaga,Andalucia,2021,4
141,empresas,31.0,31.0,0.0,0.0,19.0,1.0,11.0,sevilla,Andalucia,2021,4
943,empresas,33.0,33.0,0.0,0.0,15.0,1.0,17.0,aragon,,2021,4
222,empresas,5.0,5.0,0.0,0.0,4.0,1.0,0.0,huesca,Aragon,2021,4
244,empresas,6.0,6.0,0.0,0.0,4.0,0.0,2.0,teruel,Aragon,2021,4
250,empresas,22.0,22.0,0.0,0.0,7.0,0.0,15.0,zaragoza,Aragon,2021,4
333,empresas,19.0,19.0,0.0,0.0,5.0,3.0,11.0,asturias,Asturias,2021,4
407,empresas,16.0,16.0,0.0,0.0,8.0,1.0,7.0,balears illes,Baleares,2021,4
639,empresas,27.0,27.0,0.0,0.0,12.0,1.0,14.0,canarias,,2021,4
538,empresas,10.0,10.0,0.0,0.0,5.0,0.0,5.0,santa cruz de tenerife,Canarias,2021,4
639,empresas,11.0,11.0,0.0,0.0,2.0,0.0,9.0,cantabria,Cantabria,2021,4
705,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,avila,Castilla y Leon,2021,4
709,empresas,5.0,5.0,0.0,0.0,3.0,0.0,2.0,burgos,Castilla y Leon,2021,4
724,empresas,5.0,5.0,0.0,0.0,1.0,3.0,1.0,leon,Castilla y Leon,2021,4
734,empresas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,palencia,Castilla y Leon,2021,4
737,empresas,2.0,2.0,0.0,0.0,0.0,1.0,1.0,salamanca,Castilla y Leon,2021,4
740,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,segovia,Castilla y Leon,2021,4
742,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,soria,Castilla y Leon,2021,4
747,empresas,7.0,7.0,0.0,0.0,0.0,0.0,7.0,valladolid,Castilla y Leon,2021,4
749,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zamora,Castilla y Leon,2021,4
802,empresas,8.0,8.0,0.0,0.0,5.0,1.0,2.0,albacete,Castilla La Mancha,2021,4
813,empresas,6.0,6.0,0.0,0.0,2.0,0.0,4.0,ciudad real,Castilla La Mancha,2021,4
816,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,cuenca,Castilla La Mancha,2021,4
819,empresas,3.0,3.0,0.0,0.0,2.0,0.0,1.0,guadalajara,Castilla La Mancha,2021,4
845,empresas,13.0,12.0,0.0,1.0,7.0,0.0,6.0,toledo,Castilla La Mancha,2021,4
908,empresas,242.0,241.0,0.0,1.0,68.0,8.0,166.0,barcelona,Cataluña,2021,4
917,empresas,16.0,16.0,0.0,0.0,7.0,0.0,9.0,girona,Cataluña,2021,4
925,empresas,8.0,7.0,0.0,1.0,5.0,0.0,3.0,lleida,Cataluña,2021,4
943,empresas,12.0,12.0,0.0,0.0,7.0,0.0,5.0,tarragona,Cataluña,2021,4
734,empresas,95.0,94.0,0.0,1.0,24.0,1.0,70.0,valencia,Valencia,2021,4
1106,empresas,10.0,10.0,0.0,0.0,6.0,0.0,4.0,badajoz,Extremadura,2021,4
1110,empresas,6.0,6.0,0.0,0.0,4.0,0.0,2.0,caceres,Extremadura,2021,4
1227,empresas,8.0,8.0,0.0,0.0,8.0,0.0,0.0,lugo,Galicia,2021,4
1232,empresas,3.0,2.0,0.0,1.0,2.0,0.0,1.0,ourense,Galicia,2021,4
1236,empresas,9.0,8.0,0.0,1.0,6.0,0.0,3.0,pontevedra,Galicia,2021,4
1328,empresas,264.0,258.0,2.0,4.0,67.0,6.0,191.0,madrid,Madrid,2021,4
1430,empresas,17.0,17.0,0.0,0.0,9.0,3.0,5.0,murcia,Murcia,2021,4
1531,empresas,13.0,13.0,0.0,0.0,6.0,1.0,6.0,navarra,Navarra,2021,4
1601,empresas,6.0,6.0,0.0,0.0,4.0,0.0,2.0,araba alava,Pais Vasco,2021,4
1648,empresas,42.0,41.0,1.0,0.0,28.0,1.0,13.0,bizkaia,Pais Vasco,2021,4
1620,empresas,15.0,15.0,0.0,0.0,8.0,0.0,7.0,gipuzkoa,Pais Vasco,2021,4
104,fisica,15.0,3.0,0.0,12.0,14.0,1.0,0.0,almeria,Andalucia,2022,1
111,fisica,32.0,6.0,0.0,26.0,31.0,0.0,1.0,cadiz,Andalucia,2022,1
114,fisica,13.0,3.0,0.0,10.0,12.0,0.0,1.0,cordoba,Andalucia,2022,1
118,fisica,29.0,3.0,1.0,25.0,24.0,1.0,4.0,granada,Andalucia,2022,1
121,fisica,9.0,1.0,0.0,8.0,9.0,0.0,0.0,huelva,Andalucia,2022,1
123,fisica,15.0,3.0,0.0,12.0,14.0,0.0,1.0,jaen,Andalucia,2022,1
129,fisica,32.0,2.0,0.0,30.0,28.0,0.0,4.0,malaga,Andalucia,2022,1
141,fisica,99.0,16.0,0.0,83.0,81.0,1.0,17.0,sevilla,Andalucia,2022,1
943,fisica,97.0,11.0,0.0,86.0,54.0,0.0,43.0,aragon,,2022,1
222,fisica,15.0,6.0,0.0,9.0,8.0,0.0,7.0,huesca,Aragon,2022,1
244,fisica,2.0,0.0,0.0,2.0,1.0,0.0,1.0,teruel,Aragon,2022,1
250,fisica,80.0,5.0,0.0,75.0,45.0,0.0,35.0,zaragoza,Aragon,2022,1
333,fisica,67.0,27.0,1.0,39.0,31.0,0.0,36.0,asturias,Asturias,2022,1
407,fisica,49.0,30.0,0.0,19.0,47.0,0.0,2.0,balears illes,Baleares,2022,1
639,fisica,79.0,7.0,0.0,72.0,59.0,2.0,18.0,canarias,,2022,1
538,fisica,40.0,3.0,0.0,37.0,28.0,1.0,11.0,santa cruz de tenerife,Canarias,2022,1
639,fisica,16.0,12.0,0.0,4.0,16.0,0.0,0.0,cantabria,Cantabria,2022,1
705,fisica,6.0,1.0,0.0,5.0,3.0,0.0,3.0,avila,Castilla y Leon,2022,1
709,fisica,7.0,1.0,0.0,6.0,4.0,0.0,3.0,burgos,Castilla y Leon,2022,1
724,fisica,11.0,5.0,0.0,6.0,10.0,0.0,1.0,leon,Castilla y Leon,2022,1
734,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,palencia,Castilla y Leon,2022,1
737,fisica,11.0,0.0,1.0,10.0,3.0,0.0,8.0,salamanca,Castilla y Leon,2022,1
740,fisica,2.0,1.0,0.0,1.0,2.0,0.0,0.0,segovia,Castilla y Leon,2022,1
742,fisica,1.0,0.0,0.0,1.0,1.0,0.0,0.0,soria,Castilla y Leon,2022,1
747,fisica,20.0,10.0,0.0,10.0,14.0,0.0,6.0,valladolid,Castilla y Leon,2022,1
749,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zamora,Castilla y Leon,2022,1
802,fisica,14.0,2.0,0.0,12.0,9.0,0.0,5.0,albacete,Castilla La Mancha,2022,1
813,fisica,4.0,0.0,0.0,4.0,0.0,0.0,4.0,ciudad real,Castilla La Mancha,2022,1
816,fisica,2.0,0.0,0.0,2.0,1.0,0.0,1.0,cuenca,Castilla La Mancha,2022,1
819,fisica,13.0,0.0,0.0,13.0,1.0,0.0,12.0,guadalajara,Castilla La Mancha,2022,1
845,fisica,12.0,3.0,0.0,9.0,9.0,0.0,3.0,toledo,Castilla La Mancha,2022,1
908,fisica,641.0,42.0,0.0,599.0,601.0,6.0,34.0,barcelona,Cataluña,2022,1
917,fisica,59.0,5.0,0.0,54.0,53.0,0.0,6.0,girona,Cataluña,2022,1
925,fisica,64.0,9.0,0.0,55.0,64.0,0.0,0.0,lleida,Cataluña,2022,1
943,fisica,61.0,7.0,0.0,54.0,53.0,1.0,7.0,tarragona,Cataluña,2022,1
734,fisica,172.0,68.0,0.0,104.0,147.0,1.0,24.0,valencia,Valencia,2022,1
1106,fisica,5.0,3.0,0.0,2.0,4.0,0.0,1.0,badajoz,Extremadura,2022,1
1110,fisica,2.0,2.0,0.0,0.0,2.0,0.0,0.0,caceres,Extremadura,2022,1
1227,fisica,18.0,5.0,0.0,13.0,17.0,0.0,1.0,lugo,Galicia,2022,1
1232,fisica,9.0,6.0,0.0,3.0,5.0,0.0,4.0,ourense,Galicia,2022,1
1236,fisica,29.0,13.0,0.0,16.0,25.0,0.0,4.0,pontevedra,Galicia,2022,1
1328,fisica,319.0,43.0,0.0,276.0,264.0,0.0,55.0,madrid,Madrid,2022,1
1430,fisica,66.0,41.0,0.0,25.0,56.0,0.0,10.0,murcia,Murcia,2022,1
1531,fisica,24.0,12.0,0.0,12.0,13.0,0.0,11.0,navarra,Navarra,2022,1
1601,fisica,7.0,4.0,0.0,3.0,7.0,0.0,0.0,araba alava,Pais Vasco,2022,1
1648,fisica,29.0,24.0,1.0,4.0,14.0,0.0,15.0,bizkaia,Pais Vasco,2022,1
1620,fisica,16.0,13.0,0.0,3.0,8.0,0.0,8.0,gipuzkoa,Pais Vasco,2022,1
1851,fisica,1.0,1.0,0.0,0.0,1.0,0.0,0.0,ceuta,Ceuta,2022,1
1952,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melilla,Melilla,2022,1
104,empresas,8.0,8.0,0.0,0.0,0.0,4.0,4.0,almeria,Andalucia,2022,1
111,empresas,12.0,10.0,0.0,2.0,8.0,1.0,3.0,cadiz,Andalucia,2022,1
114,empresas,8.0,8.0,0.0,0.0,1.0,2.0,5.0,cordoba,Andalucia,2022,1
118,empresas,12.0,11.0,0.0,1.0,4.0,2.0,6.0,granada,Andalucia,2022,1
121,empresas,7.0,7.0,0.0,0.0,5.0,0.0,2.0,huelva,Andalucia,2022,1
123,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,jaen,Andalucia,2022,1
129,empresas,25.0,25.0,0.0,0.0,16.0,4.0,5.0,malaga,Andalucia,2022,1
141,empresas,36.0,33.0,0.0,3.0,18.0,0.0,18.0,sevilla,Andalucia,2022,1
943,empresas,48.0,48.0,0.0,0.0,14.0,4.0,30.0,aragon,,2022,1
222,empresas,4.0,4.0,0.0,0.0,2.0,1.0,1.0,huesca,Aragon,2022,1
244,empresas,3.0,3.0,0.0,0.0,2.0,0.0,1.0,teruel,Aragon,2022,1
250,empresas,41.0,41.0,0.0,0.0,10.0,3.0,28.0,zaragoza,Aragon,2022,1
333,empresas,23.0,23.0,0.0,0.0,10.0,2.0,11.0,asturias,Asturias,2022,1
407,empresas,34.0,34.0,0.0,0.0,17.0,11.0,6.0,balears illes,Baleares,2022,1
639,empresas,28.0,26.0,1.0,1.0,13.0,1.0,14.0,canarias,,2022,1
538,empresas,11.0,10.0,0.0,1.0,6.0,0.0,5.0,santa cruz de tenerife,Canarias,2022,1
639,empresas,20.0,20.0,0.0,0.0,7.0,0.0,13.0,cantabria,Cantabria,2022,1
705,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,avila,Castilla y Leon,2022,1
709,empresas,6.0,6.0,0.0,0.0,6.0,0.0,0.0,burgos,Castilla y Leon,2022,1
724,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,leon,Castilla y Leon,2022,1
734,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,palencia,Castilla y Leon,2022,1
737,empresas,2.0,2.0,0.0,0.0,0.0,0.0,2.0,salamanca,Castilla y Leon,2022,1
740,empresas,2.0,2.0,0.0,0.0,0.0,0.0,2.0,segovia,Castilla y Leon,2022,1
742,empresas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,soria,Castilla y Leon,2022,1
747,empresas,6.0,6.0,0.0,0.0,2.0,0.0,4.0,valladolid,Castilla y Leon,2022,1
749,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zamora,Castilla y Leon,2022,1
802,empresas,10.0,10.0,0.0,0.0,2.0,0.0,8.0,albacete,Castilla La Mancha,2022,1
813,empresas,5.0,5.0,0.0,0.0,0.0,0.0,5.0,ciudad real,Castilla La Mancha,2022,1
816,empresas,6.0,5.0,0.0,1.0,2.0,0.0,4.0,cuenca,Castilla La Mancha,2022,1
819,empresas,3.0,2.0,0.0,1.0,1.0,0.0,2.0,guadalajara,Castilla La Mancha,2022,1
845,empresas,13.0,9.0,0.0,4.0,3.0,0.0,10.0,toledo,Castilla La Mancha,2022,1
908,empresas,275.0,273.0,0.0,2.0,61.0,7.0,207.0,barcelona,Cataluña,2022,1
917,empresas,25.0,25.0,0.0,0.0,8.0,0.0,17.0,girona,Cataluña,2022,1
925,empresas,15.0,15.0,0.0,0.0,4.0,0.0,11.0,lleida,Cataluña,2022,1
943,empresas,5.0,5.0,0.0,0.0,3.0,0.0,2.0,tarragona,Cataluña,2022,1
734,empresas,120.0,120.0,0.0,0.0,24.0,4.0,92.0,valencia,Valencia,2022,1
1106,empresas,4.0,4.0,0.0,0.0,2.0,0.0,2.0,badajoz,Extremadura,2022,1
1110,empresas,3.0,2.0,1.0,0.0,3.0,0.0,0.0,caceres,Extremadura,2022,1
1227,empresas,11.0,11.0,0.0,0.0,6.0,0.0,5.0,lugo,Galicia,2022,1
1232,empresas,6.0,6.0,0.0,0.0,6.0,0.0,0.0,ourense,Galicia,2022,1
1236,empresas,16.0,16.0,0.0,0.0,11.0,1.0,4.0,pontevedra,Galicia,2022,1
1328,empresas,325.0,315.0,8.0,2.0,71.0,15.0,239.0,madrid,Madrid,2022,1
1430,empresas,38.0,38.0,0.0,0.0,13.0,14.0,11.0,murcia,Murcia,2022,1
1531,empresas,7.0,7.0,0.0,0.0,4.0,0.0,3.0,navarra,Navarra,2022,1
1601,empresas,11.0,11.0,0.0,0.0,3.0,0.0,8.0,araba alava,Pais Vasco,2022,1
1648,empresas,41.0,41.0,0.0,0.0,20.0,2.0,19.0,bizkaia,Pais Vasco,2022,1
1620,empresas,14.0,14.0,0.0,0.0,3.0,0.0,11.0,gipuzkoa,Pais Vasco,2022,1
104,fisica,13.0,1.0,0.0,12.0,13.0,0.0,0.0,almeria,Andalucia,2022,2
111,fisica,18.0,4.0,0.0,14.0,16.0,0.0,2.0,cadiz,Andalucia,2022,2
114,fisica,15.0,5.0,0.0,10.0,14.0,0.0,1.0,cordoba,Andalucia,2022,2
118,fisica,21.0,5.0,0.0,16.0,20.0,0.0,1.0,granada,Andalucia,2022,2
121,fisica,5.0,0.0,0.0,5.0,4.0,0.0,1.0,huelva,Andalucia,2022,2
123,fisica,23.0,1.0,0.0,22.0,23.0,0.0,0.0,jaen,Andalucia,2022,2
129,fisica,37.0,11.0,1.0,25.0,27.0,1.0,9.0,malaga,Andalucia,2022,2
141,fisica,82.0,18.0,0.0,64.0,61.0,0.0,21.0,sevilla,Andalucia,2022,2
943,fisica,117.0,17.0,0.0,100.0,71.0,2.0,44.0,aragon,,2022,2
222,fisica,15.0,3.0,0.0,12.0,9.0,0.0,6.0,huesca,Aragon,2022,2
244,fisica,10.0,3.0,0.0,7.0,8.0,0.0,2.0,teruel,Aragon,2022,2
250,fisica,92.0,11.0,0.0,81.0,54.0,2.0,36.0,zaragoza,Aragon,2022,2
333,fisica,72.0,24.0,1.0,47.0,40.0,0.0,32.0,asturias,Asturias,2022,2
407,fisica,40.0,21.0,0.0,19.0,40.0,0.0,0.0,balears illes,Baleares,2022,2
639,fisica,82.0,14.0,0.0,68.0,61.0,1.0,20.0,canarias,,2022,2
538,fisica,34.0,5.0,0.0,29.0,29.0,0.0,5.0,santa cruz de tenerife,Canarias,2022,2
639,fisica,15.0,9.0,0.0,6.0,13.0,0.0,2.0,cantabria,Cantabria,2022,2
705,fisica,1.0,0.0,0.0,1.0,1.0,0.0,0.0,avila,Castilla y Leon,2022,2
709,fisica,4.0,1.0,0.0,3.0,3.0,0.0,1.0,burgos,Castilla y Leon,2022,2
724,fisica,17.0,11.0,0.0,6.0,16.0,0.0,1.0,leon,Castilla y Leon,2022,2
734,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,palencia,Castilla y Leon,2022,2
737,fisica,12.0,4.0,0.0,8.0,5.0,0.0,7.0,salamanca,Castilla y Leon,2022,2
740,fisica,11.0,2.0,0.0,9.0,11.0,0.0,0.0,segovia,Castilla y Leon,2022,2
742,fisica,7.0,4.0,0.0,3.0,7.0,0.0,0.0,soria,Castilla y Leon,2022,2
747,fisica,32.0,19.0,0.0,13.0,20.0,0.0,12.0,valladolid,Castilla y Leon,2022,2
749,fisica,2.0,0.0,0.0,2.0,1.0,0.0,1.0,zamora,Castilla y Leon,2022,2
802,fisica,16.0,4.0,0.0,12.0,10.0,0.0,6.0,albacete,Castilla La Mancha,2022,2
813,fisica,5.0,0.0,0.0,5.0,2.0,0.0,3.0,ciudad real,Castilla La Mancha,2022,2
816,fisica,4.0,1.0,0.0,3.0,1.0,0.0,3.0,cuenca,Castilla La Mancha,2022,2
819,fisica,40.0,5.0,0.0,35.0,18.0,0.0,22.0,guadalajara,Castilla La Mancha,2022,2
845,fisica,17.0,4.0,0.0,13.0,10.0,0.0,7.0,toledo,Castilla La Mancha,2022,2
908,fisica,694.0,39.0,0.0,655.0,668.0,0.0,26.0,barcelona,Cataluña,2022,2
917,fisica,72.0,10.0,1.0,61.0,59.0,2.0,11.0,girona,Cataluña,2022,2
925,fisica,49.0,4.0,0.0,45.0,49.0,0.0,0.0,lleida,Cataluña,2022,2
943,fisica,46.0,5.0,0.0,41.0,42.0,1.0,3.0,tarragona,Cataluña,2022,2
734,fisica,144.0,43.0,0.0,101.0,132.0,0.0,12.0,valencia,Valencia,2022,2
1106,fisica,4.0,1.0,0.0,3.0,4.0,0.0,0.0,badajoz,Extremadura,2022,2
1110,fisica,2.0,1.0,0.0,1.0,1.0,0.0,1.0,caceres,Extremadura,2022,2
1227,fisica,24.0,12.0,0.0,12.0,24.0,0.0,0.0,lugo,Galicia,2022,2
1232,fisica,5.0,1.0,0.0,4.0,1.0,0.0,4.0,ourense,Galicia,2022,2
1236,fisica,40.0,19.0,0.0,21.0,38.0,0.0,2.0,pontevedra,Galicia,2022,2
1328,fisica,249.0,37.0,0.0,212.0,208.0,2.0,39.0,madrid,Madrid,2022,2
1430,fisica,57.0,35.0,0.0,22.0,54.0,0.0,3.0,murcia,Murcia,2022,2
1531,fisica,27.0,4.0,0.0,23.0,5.0,0.0,22.0,navarra,Navarra,2022,2
1601,fisica,15.0,11.0,0.0,4.0,15.0,0.0,0.0,araba alava,Pais Vasco,2022,2
1648,fisica,31.0,23.0,0.0,8.0,18.0,0.0,13.0,bizkaia,Pais Vasco,2022,2
1620,fisica,22.0,15.0,0.0,7.0,14.0,0.0,8.0,gipuzkoa,Pais Vasco,2022,2
1851,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ceuta,Ceuta,2022,2
1952,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melilla,Melilla,2022,2
104,empresas,14.0,13.0,1.0,0.0,0.0,7.0,7.0,almeria,Andalucia,2022,2
111,empresas,5.0,5.0,0.0,0.0,4.0,0.0,1.0,cadiz,Andalucia,2022,2
114,empresas,8.0,8.0,0.0,0.0,1.0,4.0,3.0,cordoba,Andalucia,2022,2
118,empresas,19.0,17.0,1.0,1.0,10.0,3.0,6.0,granada,Andalucia,2022,2
121,empresas,8.0,8.0,0.0,0.0,5.0,0.0,3.0,huelva,Andalucia,2022,2
123,empresas,4.0,4.0,0.0,0.0,2.0,0.0,2.0,jaen,Andalucia,2022,2
129,empresas,23.0,22.0,0.0,1.0,12.0,3.0,8.0,malaga,Andalucia,2022,2
141,empresas,23.0,22.0,0.0,1.0,16.0,1.0,6.0,sevilla,Andalucia,2022,2
943,empresas,36.0,34.0,0.0,2.0,11.0,0.0,25.0,aragon,,2022,2
222,empresas,4.0,4.0,0.0,0.0,1.0,0.0,3.0,huesca,Aragon,2022,2
244,empresas,4.0,3.0,0.0,1.0,1.0,0.0,3.0,teruel,Aragon,2022,2
250,empresas,28.0,27.0,0.0,1.0,9.0,0.0,19.0,zaragoza,Aragon,2022,2
333,empresas,24.0,24.0,0.0,0.0,11.0,0.0,13.0,asturias,Asturias,2022,2
407,empresas,23.0,23.0,0.0,0.0,19.0,0.0,4.0,balears illes,Baleares,2022,2
639,empresas,37.0,35.0,0.0,2.0,19.0,2.0,16.0,canarias,,2022,2
538,empresas,15.0,13.0,0.0,2.0,9.0,0.0,6.0,santa cruz de tenerife,Canarias,2022,2
639,empresas,8.0,8.0,0.0,0.0,3.0,0.0,5.0,cantabria,Cantabria,2022,2
705,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,avila,Castilla y Leon,2022,2
709,empresas,4.0,4.0,0.0,0.0,4.0,0.0,0.0,burgos,Castilla y Leon,2022,2
724,empresas,5.0,5.0,0.0,0.0,3.0,0.0,2.0,leon,Castilla y Leon,2022,2
734,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,palencia,Castilla y Leon,2022,2
