Comunidades Autónomas;Conceptos demográficos en el trimestre actual;Conceptos demográficos en el trimestre anterior;Periodo;Total
15 Navarra, Comunidad Foral de;Altas;Bajas;2020T2;""
15 Navarra, Comunidad Foral de;Altas;Bajas;2020T1;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2022T4;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2022T3;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2022T2;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2022T1;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2021T4;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2021T3;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2021T2;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2021T1;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2020T4;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2020T3;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2020T2;""
15 Navarra, Comunidad Foral de;Permanencias;No detectadas;2020T1;""
15 Navarra, Comunidad Foral de;Permanencias;Altas;2022T4;1.059
15 Navarra, Comunidad Foral de;Permanencias;Altas;2022T3;1.227
15 Navarra, Comunidad Foral de;Permanencias;Altas;2022T2;1.165
15 Navarra, Comunidad Foral de;Permanencias;Altas;2022T1;1.121
15 Navarra, Comunidad Foral de;Permanencias;Altas;2021T4;997
15 Navarra, Comunidad Foral de;Permanencias;Altas;2021T3;1.247
15 Navarra, Comunidad Foral de;Permanencias;Altas;2021T2;1.199
15 Navarra, Comunidad Foral de;Permanencias;Altas;2021T1;1.070
15 Navarra, Comunidad Foral de;Permanencias;Altas;2020T4;1.110
15 Navarra, Comunidad Foral de;Permanencias;Altas;2020T3;594
15 Navarra, Comunidad Foral de;Permanencias;Altas;2020T2;1.619
15 Navarra, Comunidad Foral de;Permanencias;Altas;2020T1;""
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2022T4;38.970
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2022T3;39.181
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2022T2;38.969
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2022T1;39.163
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2021T4;39.211
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2021T3;39.228
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2021T2;39.075
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2021T1;39.185
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2020T4;38.878
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2020T3;39.175
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2020T2;38.699
15 Navarra, Comunidad Foral de;Permanencias;Permanencias;2020T1;""
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2022T4;163
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2022T3;78
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2022T2;103
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2022T1;86
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2021T4;134
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2021T3;49
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2021T2;97
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2021T1;79
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2020T4;97
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2020T3;208
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2020T2;""
15 Navarra, Comunidad Foral de;Permanencias;Reactivaciones;2020T1;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2022T4;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2022T3;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2022T2;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2022T1;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2021T4;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2021T3;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2021T2;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2021T1;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2020T4;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2020T3;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2020T2;""
15 Navarra, Comunidad Foral de;Permanencias;Bajas;2020T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2022T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2022T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2022T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2022T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2021T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2021T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2021T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2021T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2020T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2020T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2020T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;No detectadas;2020T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2022T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2022T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2022T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2022T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2021T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2021T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2021T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2021T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2020T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2020T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2020T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Altas;2020T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2022T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2022T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2022T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2022T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2021T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2021T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2021T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2021T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2020T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2020T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2020T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Permanencias;2020T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2022T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2022T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2022T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2022T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2021T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2021T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2021T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2021T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2020T4;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2020T3;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2020T2;""
15 Navarra, Comunidad Foral de;Reactivaciones;Reactivaciones;2020T1;""
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2022T4;86
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2022T3;192
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2022T2;95
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2022T1;118
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2021T4;104
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2021T3;157
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2021T2;56
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2021T1;121
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2020T4;93
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2020T3;112
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2020T2;227
15 Navarra, Comunidad Foral de;Reactivaciones;Bajas;2020T1;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2022T4;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2022T3;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2022T2;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2022T1;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2021T4;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2021T3;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2021T2;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2021T1;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2020T4;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2020T3;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2020T2;""
15 Navarra, Comunidad Foral de;Bajas;No detectadas;2020T1;""
15 Navarra, Comunidad Foral de;Bajas;Altas;2022T4;141
15 Navarra, Comunidad Foral de;Bajas;Altas;2022T3;249
15 Navarra, Comunidad Foral de;Bajas;Altas;2022T2;158
15 Navarra, Comunidad Foral de;Bajas;Altas;2022T1;129
15 Navarra, Comunidad Foral de;Bajas;Altas;2021T4;145
15 Navarra, Comunidad Foral de;Bajas;Altas;2021T3;210
15 Navarra, Comunidad Foral de;Bajas;Altas;2021T2;150
15 Navarra, Comunidad Foral de;Bajas;Altas;2021T1;111
15 Navarra, Comunidad Foral de;Bajas;Altas;2020T4;154
15 Navarra, Comunidad Foral de;Bajas;Altas;2020T3;162
15 Navarra, Comunidad Foral de;Bajas;Altas;2020T2;91
15 Navarra, Comunidad Foral de;Bajas;Altas;2020T1;""
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2022T4;1.516
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2022T3;1.056
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2022T2;1.401
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2022T1;1.179
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2021T4;1.313
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2021T3;1.143
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2021T2;1.259
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2021T1;900
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2020T4;1.099
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2020T3;1.143
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2020T2;866
15 Navarra, Comunidad Foral de;Bajas;Permanencias;2020T1;""
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2022T4;29
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2022T3;17
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2022T2;15
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2022T1;18
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2021T4;23
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2021T3;7
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2021T2;24
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2021T1;14
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2020T4;15
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2020T3;19
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2020T2;""
15 Navarra, Comunidad Foral de;Bajas;Reactivaciones;2020T1;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2022T4;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2022T3;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2022T2;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2022T1;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2021T4;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2021T3;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2021T2;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2021T1;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2020T4;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2020T3;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2020T2;""
15 Navarra, Comunidad Foral de;Bajas;Bajas;2020T1;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2022T4;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2022T3;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2022T2;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2022T1;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2021T4;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2021T3;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2021T2;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2021T1;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2020T4;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2020T3;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2020T2;""
15 Navarra, Comunidad Foral de;No detectadas;No detectadas;2020T1;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2022T4;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2022T3;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2022T2;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2022T1;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2021T4;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2021T3;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2021T2;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2021T1;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2020T4;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2020T3;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2020T2;""
15 Navarra, Comunidad Foral de;No detectadas;Altas;2020T1;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2022T4;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2022T3;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2022T2;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2022T1;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2021T4;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2021T3;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2021T2;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2021T1;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2020T4;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2020T3;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2020T2;""
15 Navarra, Comunidad Foral de;No detectadas;Permanencias;2020T1;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2022T4;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2022T3;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2022T2;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2022T1;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2021T4;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2021T3;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2021T2;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2021T1;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2020T4;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2020T3;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2020T2;""
15 Navarra, Comunidad Foral de;No detectadas;Reactivaciones;2020T1;""
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2022T4;1.236
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2022T3;1.382
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2022T2;1.231
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2022T1;1.363
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2021T4;1.256
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2021T3;1.276
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2021T2;969
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2021T1;1.147
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2020T4;1.231
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2020T3;845
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2020T2;1.870
15 Navarra, Comunidad Foral de;No detectadas;Bajas;2020T1;""
16 País Vasco;Total;No detectadas;2022T4;4.714
16 País Vasco;Total;No detectadas;2022T3;3.726
16 País Vasco;Total;No detectadas;2022T2;4.826
16 País Vasco;Total;No detectadas;2022T1;4.195
16 País Vasco;Total;No detectadas;2021T4;4.370
16 País Vasco;Total;No detectadas;2021T3;3.509
16 País Vasco;Total;No detectadas;2021T2;4.090
16 País Vasco;Total;No detectadas;2021T1;3.984
16 País Vasco;Total;No detectadas;2020T4;4.490
16 País Vasco;Total;No detectadas;2020T3;3.563
16 País Vasco;Total;No detectadas;2020T2;2.159
16 País Vasco;Total;No detectadas;2020T1;5.352
16 País Vasco;Total;Altas;2022T4;3.726
16 País Vasco;Total;Altas;2022T3;4.826
16 País Vasco;Total;Altas;2022T2;4.195
16 País Vasco;Total;Altas;2022T1;4.370
16 País Vasco;Total;Altas;2021T4;3.509
16 País Vasco;Total;Altas;2021T3;4.090
16 País Vasco;Total;Altas;2021T2;3.984
16 País Vasco;Total;Altas;2021T1;4.490
16 País Vasco;Total;Altas;2020T4;3.563
16 País Vasco;Total;Altas;2020T3;2.159
16 País Vasco;Total;Altas;2020T2;5.352
16 País Vasco;Total;Altas;2020T1;""
16 País Vasco;Total;Permanencias;2022T4;157.657
16 País Vasco;Total;Permanencias;2022T3;157.122
16 País Vasco;Total;Permanencias;2022T2;157.753
16 País Vasco;Total;Permanencias;2022T1;157.554
16 País Vasco;Total;Permanencias;2021T4;158.461
16 País Vasco;Total;Permanencias;2021T3;158.311
16 País Vasco;Total;Permanencias;2021T2;158.550
16 País Vasco;Total;Permanencias;2021T1;157.518
16 País Vasco;Total;Permanencias;2020T4;158.278
16 País Vasco;Total;Permanencias;2020T3;159.973
16 País Vasco;Total;Permanencias;2020T2;157.955
16 País Vasco;Total;Permanencias;2020T1;""
16 País Vasco;Total;Reactivaciones;2022T4;452
16 País Vasco;Total;Reactivaciones;2022T3;290
16 País Vasco;Total;Reactivaciones;2022T2;330
16 País Vasco;Total;Reactivaciones;2022T1;335
16 País Vasco;Total;Reactivaciones;2021T4;408
16 País Vasco;Total;Reactivaciones;2021T3;239
16 País Vasco;Total;Reactivaciones;2021T2;325
16 País Vasco;Total;Reactivaciones;2021T1;308
16 País Vasco;Total;Reactivaciones;2020T4;343
16 País Vasco;Total;Reactivaciones;2020T3;696
16 País Vasco;Total;Reactivaciones;2020T2;""
16 País Vasco;Total;Reactivaciones;2020T1;""
16 País Vasco;Total;Bajas;2022T4;4.581
16 País Vasco;Total;Bajas;2022T3;5.156
16 País Vasco;Total;Bajas;2022T2;4.506
16 País Vasco;Total;Bajas;2022T1;4.824
16 País Vasco;Total;Bajas;2021T4;4.179
16 País Vasco;Total;Bajas;2021T3;4.548
16 País Vasco;Total;Bajas;2021T2;3.766
16 País Vasco;Total;Bajas;2021T1;4.666
16 País Vasco;Total;Bajas;2020T4;4.550
16 País Vasco;Total;Bajas;2020T3;3.334
16 País Vasco;Total;Bajas;2020T2;7.354
16 País Vasco;Total;Bajas;2020T1;""
16 País Vasco;Altas;No detectadas;2022T4;4.714
16 País Vasco;Altas;No detectadas;2022T3;3.726
16 País Vasco;Altas;No detectadas;2022T2;4.826
16 País Vasco;Altas;No detectadas;2022T1;4.195
16 País Vasco;Altas;No detectadas;2021T4;4.370
16 País Vasco;Altas;No detectadas;2021T3;3.509
16 País Vasco;Altas;No detectadas;2021T2;4.090
16 País Vasco;Altas;No detectadas;2021T1;3.984
16 País Vasco;Altas;No detectadas;2020T4;4.490
16 País Vasco;Altas;No detectadas;2020T3;3.563
16 País Vasco;Altas;No detectadas;2020T2;2.159
16 País Vasco;Altas;No detectadas;2020T1;5.352
16 País Vasco;Altas;Altas;2022T4;""
16 País Vasco;Altas;Altas;2022T3;""
16 País Vasco;Altas;Altas;2022T2;""
16 País Vasco;Altas;Altas;2022T1;""
16 País Vasco;Altas;Altas;2021T4;""
16 País Vasco;Altas;Altas;2021T3;""
16 País Vasco;Altas;Altas;2021T2;""
16 País Vasco;Altas;Altas;2021T1;""
16 País Vasco;Altas;Altas;2020T4;""
16 País Vasco;Altas;Altas;2020T3;""
16 País Vasco;Altas;Altas;2020T2;""
16 País Vasco;Altas;Altas;2020T1;""
16 País Vasco;Altas;Permanencias;2022T4;""
16 País Vasco;Altas;Permanencias;2022T3;""
16 País Vasco;Altas;Permanencias;2022T2;""
16 País Vasco;Altas;Permanencias;2022T1;""
16 País Vasco;Altas;Permanencias;2021T4;""
16 País Vasco;Altas;Permanencias;2021T3;""
16 País Vasco;Altas;Permanencias;2021T2;""
16 País Vasco;Altas;Permanencias;2021T1;""
16 País Vasco;Altas;Permanencias;2020T4;""
16 País Vasco;Altas;Permanencias;2020T3;""
16 País Vasco;Altas;Permanencias;2020T2;""
16 País Vasco;Altas;Permanencias;2020T1;""
16 País Vasco;Altas;Reactivaciones;2022T4;""
16 País Vasco;Altas;Reactivaciones;2022T3;""
16 País Vasco;Altas;Reactivaciones;2022T2;""
16 País Vasco;Altas;Reactivaciones;2022T1;""
16 País Vasco;Altas;Reactivaciones;2021T4;""
16 País Vasco;Altas;Reactivaciones;2021T3;""
16 País Vasco;Altas;Reactivaciones;2021T2;""
16 País Vasco;Altas;Reactivaciones;2021T1;""
16 País Vasco;Altas;Reactivaciones;2020T4;""
16 País Vasco;Altas;Reactivaciones;2020T3;""
16 País Vasco;Altas;Reactivaciones;2020T2;""
16 País Vasco;Altas;Reactivaciones;2020T1;""
16 País Vasco;Altas;Bajas;2022T4;""
16 País Vasco;Altas;Bajas;2022T3;""
16 País Vasco;Altas;Bajas;2022T2;""
16 País Vasco;Altas;Bajas;2022T1;""
16 País Vasco;Altas;Bajas;2021T4;""
16 País Vasco;Altas;Bajas;2021T3;""
16 País Vasco;Altas;Bajas;2021T2;""
16 País Vasco;Altas;Bajas;2021T1;""
16 País Vasco;Altas;Bajas;2020T4;""
16 País Vasco;Altas;Bajas;2020T3;""
16 País Vasco;Altas;Bajas;2020T2;""
16 País Vasco;Altas;Bajas;2020T1;""
16 País Vasco;Permanencias;No detectadas;2022T4;""
16 País Vasco;Permanencias;No detectadas;2022T3;""
16 País Vasco;Permanencias;No detectadas;2022T2;""
16 País Vasco;Permanencias;No detectadas;2022T1;""
16 País Vasco;Permanencias;No detectadas;2021T4;""
16 País Vasco;Permanencias;No detectadas;2021T3;""
16 País Vasco;Permanencias;No detectadas;2021T2;""
16 País Vasco;Permanencias;No detectadas;2021T1;""
16 País Vasco;Permanencias;No detectadas;2020T4;""
16 País Vasco;Permanencias;No detectadas;2020T3;""
16 País Vasco;Permanencias;No detectadas;2020T2;""
16 País Vasco;Permanencias;No detectadas;2020T1;""
16 País Vasco;Permanencias;Altas;2022T4;3.415
16 País Vasco;Permanencias;Altas;2022T3;4.272
16 País Vasco;Permanencias;Altas;2022T2;3.787
16 País Vasco;Permanencias;Altas;2022T1;3.959
16 País Vasco;Permanencias;Altas;2021T4;3.177
16 País Vasco;Permanencias;Altas;2021T3;3.604
16 País Vasco;Permanencias;Altas;2021T2;3.610
16 País Vasco;Permanencias;Altas;2021T1;4.111
16 País Vasco;Permanencias;Altas;2020T4;3.177
16 País Vasco;Permanencias;Altas;2020T3;1.844
16 País Vasco;Permanencias;Altas;2020T2;5.125
16 País Vasco;Permanencias;Altas;2020T1;""
16 País Vasco;Permanencias;Permanencias;2022T4;152.301
16 País Vasco;Permanencias;Permanencias;2022T3;153.154
16 País Vasco;Permanencias;Permanencias;2022T2;153.060
16 País Vasco;Permanencias;Permanencias;2022T1;153.505
16 País Vasco;Permanencias;Permanencias;2021T4;154.013
16 País Vasco;Permanencias;Permanencias;2021T3;154.656
16 País Vasco;Permanencias;Permanencias;2021T2;154.440
16 País Vasco;Permanencias;Permanencias;2021T1;154.161
16 País Vasco;Permanencias;Permanencias;2020T4;154.022
16 País Vasco;Permanencias;Permanencias;2020T3;155.820
16 País Vasco;Permanencias;Permanencias;2020T2;154.848
16 País Vasco;Permanencias;Permanencias;2020T1;""
16 País Vasco;Permanencias;Reactivaciones;2022T4;392
16 País Vasco;Permanencias;Reactivaciones;2022T3;231
16 País Vasco;Permanencias;Reactivaciones;2022T2;275
16 País Vasco;Permanencias;Reactivaciones;2022T1;289
16 País Vasco;Permanencias;Reactivaciones;2021T4;364
16 País Vasco;Permanencias;Reactivaciones;2021T3;201
16 País Vasco;Permanencias;Reactivaciones;2021T2;261
16 País Vasco;Permanencias;Reactivaciones;2021T1;278
16 País Vasco;Permanencias;Reactivaciones;2020T4;319
16 País Vasco;Permanencias;Reactivaciones;2020T3;614
16 País Vasco;Permanencias;Reactivaciones;2020T2;""
16 País Vasco;Permanencias;Reactivaciones;2020T1;""
16 País Vasco;Permanencias;Bajas;2022T4;""
16 País Vasco;Permanencias;Bajas;2022T3;""
16 País Vasco;Permanencias;Bajas;2022T2;""
16 País Vasco;Permanencias;Bajas;2022T1;""
16 País Vasco;Permanencias;Bajas;2021T4;""
16 País Vasco;Permanencias;Bajas;2021T3;""
16 País Vasco;Permanencias;Bajas;2021T2;""
16 País Vasco;Permanencias;Bajas;2021T1;""
16 País Vasco;Permanencias;Bajas;2020T4;""
16 País Vasco;Permanencias;Bajas;2020T3;""
16 País Vasco;Permanencias;Bajas;2020T2;""
16 País Vasco;Permanencias;Bajas;2020T1;""
16 País Vasco;Reactivaciones;No detectadas;2022T4;""
16 País Vasco;Reactivaciones;No detectadas;2022T3;""
16 País Vasco;Reactivaciones;No detectadas;2022T2;""
16 País Vasco;Reactivaciones;No detectadas;2022T1;""
16 País Vasco;Reactivaciones;No detectadas;2021T4;""
16 País Vasco;Reactivaciones;No detectadas;2021T3;""
16 País Vasco;Reactivaciones;No detectadas;2021T2;""
16 País Vasco;Reactivaciones;No detectadas;2021T1;""
16 País Vasco;Reactivaciones;No detectadas;2020T4;""
16 País Vasco;Reactivaciones;No detectadas;2020T3;""
16 País Vasco;Reactivaciones;No detectadas;2020T2;""
16 País Vasco;Reactivaciones;No detectadas;2020T1;""
16 País Vasco;Reactivaciones;Altas;2022T4;""
16 País Vasco;Reactivaciones;Altas;2022T3;""
16 País Vasco;Reactivaciones;Altas;2022T2;""
16 País Vasco;Reactivaciones;Altas;2022T1;""
