Comunidades y Ciudades Autónomas;Subgrupos;Tipo de dato;Periodo;Total
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2022;131,358
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2021;100
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2020;79,191
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2019;87,729
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2018;92,315
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2017;88,493
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2016;81,009
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2015;90,496
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2014;95,314
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2013;93,111
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2012;93,46
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2011;85,133
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2010;73,587
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2009;69,206
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2008;70,487
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2007;63,838
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2006;62,66
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2005;57,053
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2004;53,693
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2003;52,689
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2002;51,994
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2024;4,6
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2023;-27,4
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2022;31,4
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2021;26,3
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2020;-9,7
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2019;-5
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2018;4,3
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2017;9,2
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2016;-10,5
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2015;-5,1
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2014;2,4
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2013;-0,4
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2012;9,8
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2011;15,7
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2010;6,3
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2009;-1,8
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2008;10,4
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2007;1,9
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2006;9,8
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2005;6,3
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2004;1,9
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2003;1,3
Nacional;045 Electricidad, gas y otros combustibles;Variación de las medias anuales;2002;""
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2024;113,567
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2023;112,853
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2022;108,738
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2021;100
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2020;97,344
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2019;96,961
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2018;96,638
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2017;96,255
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2016;95,951
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2015;95,355
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2014;94,889
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2013;95,188
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2012;94,216
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2011;93,617
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2010;91,907
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2009;91,01
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2008;90,088
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2007;86,838
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2006;83,504
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2005;80,508
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2004;77,756
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2003;75,558
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2002;73,515
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2024;0,6
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2023;3,8
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2022;8,7
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2021;2,7
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2020;0,4
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2019;0,3
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2018;0,4
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2017;0,3
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2016;0,6
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2015;0,5
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2014;-0,3
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2013;1
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2012;0,6
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2011;1,9
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2010;1
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2009;1
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2008;3,7
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2007;4
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2006;3,7
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2005;3,5
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2004;2,9
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2003;2,8
Nacional;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2002;""
Nacional;052 Artículos textiles para el hogar;Media anual;2024;105,214
Nacional;052 Artículos textiles para el hogar;Media anual;2023;106,994
Nacional;052 Artículos textiles para el hogar;Media anual;2022;104,577
Nacional;052 Artículos textiles para el hogar;Media anual;2021;100
Nacional;052 Artículos textiles para el hogar;Media anual;2020;98,231
Nacional;052 Artículos textiles para el hogar;Media anual;2019;99,469
Nacional;052 Artículos textiles para el hogar;Media anual;2018;100,258
Nacional;052 Artículos textiles para el hogar;Media anual;2017;101,638
Nacional;052 Artículos textiles para el hogar;Media anual;2016;103,445
Nacional;052 Artículos textiles para el hogar;Media anual;2015;104,332
Nacional;052 Artículos textiles para el hogar;Media anual;2014;105,434
Nacional;052 Artículos textiles para el hogar;Media anual;2013;107,589
Nacional;052 Artículos textiles para el hogar;Media anual;2012;107,976
Nacional;052 Artículos textiles para el hogar;Media anual;2011;108,526
Nacional;052 Artículos textiles para el hogar;Media anual;2010;106,382
Nacional;052 Artículos textiles para el hogar;Media anual;2009;106,133
Nacional;052 Artículos textiles para el hogar;Media anual;2008;105,587
Nacional;052 Artículos textiles para el hogar;Media anual;2007;103,307
Nacional;052 Artículos textiles para el hogar;Media anual;2006;101,183
Nacional;052 Artículos textiles para el hogar;Media anual;2005;99,22
Nacional;052 Artículos textiles para el hogar;Media anual;2004;96,575
Nacional;052 Artículos textiles para el hogar;Media anual;2003;94,366
Nacional;052 Artículos textiles para el hogar;Media anual;2002;92,915
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2024;-1,7
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2023;2,3
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2022;4,6
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2021;1,8
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2020;-1,2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2019;-0,8
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2018;-1,4
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2017;-1,7
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2016;-0,8
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2015;-1
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2014;-2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2013;-0,4
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2012;-0,5
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2011;2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2010;0,2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2009;0,5
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2008;2,2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2007;2,1
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2006;2
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2005;2,7
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2004;2,3
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2003;1,6
Nacional;052 Artículos textiles para el hogar;Variación de las medias anuales;2002;""
Nacional;053 Aparatos domésticos;Media anual;2024;106,219
Nacional;053 Aparatos domésticos;Media anual;2023;107,814
Nacional;053 Aparatos domésticos;Media anual;2022;105,316
Nacional;053 Aparatos domésticos;Media anual;2021;100
Nacional;053 Aparatos domésticos;Media anual;2020;99,287
Nacional;053 Aparatos domésticos;Media anual;2019;99,584
Nacional;053 Aparatos domésticos;Media anual;2018;99,407
Nacional;053 Aparatos domésticos;Media anual;2017;100,567
Nacional;053 Aparatos domésticos;Media anual;2016;102,68
Nacional;053 Aparatos domésticos;Media anual;2015;103,96
Nacional;053 Aparatos domésticos;Media anual;2014;106,539
Nacional;053 Aparatos domésticos;Media anual;2013;109,951
Nacional;053 Aparatos domésticos;Media anual;2012;110,108
Nacional;053 Aparatos domésticos;Media anual;2011;110,689
Nacional;053 Aparatos domésticos;Media anual;2010;112,059
Nacional;053 Aparatos domésticos;Media anual;2009;112,654
Nacional;053 Aparatos domésticos;Media anual;2008;112,46
Nacional;053 Aparatos domésticos;Media anual;2007;113,307
Nacional;053 Aparatos domésticos;Media anual;2006;113,743
Nacional;053 Aparatos domésticos;Media anual;2005;113,993
Nacional;053 Aparatos domésticos;Media anual;2004;114,565
Nacional;053 Aparatos domésticos;Media anual;2003;115,904
Nacional;053 Aparatos domésticos;Media anual;2002;116,842
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2024;-1,5
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2023;2,4
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2022;5,3
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2021;0,7
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2020;-0,3
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2019;0,2
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2018;-1,2
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2017;-2,1
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2016;-1,2
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2015;-2,4
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2014;-3,1
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2013;-0,1
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2012;-0,5
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2011;-1,2
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2010;-0,5
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2009;0,2
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2008;-0,7
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2007;-0,4
Nacional;053 Aparatos domésticos;Variación de las medias anuales;2006;-0,2
