,Comunidad/Provincia,Total,"V_Menos de 0,25","V_Entre 0,25 y 0,5","V_Entre 0,5 y 1",V_Entre 1 y 2,V_Entre 2 y 5,V_Entre 5 y 10,V_10 o mas,SD,Filename
1092,Burgos,5,3,0,2,0,0,0,0,0,2025_2T.xlsx
1093,León,4,0,1,2,0,0,0,0,1,2025_2T.xlsx
1094,Palencia,2,0,0,0,0,1,0,0,1,2025_2T.xlsx
1095,Salamanca,1,1,0,0,0,0,0,0,0,2025_2T.xlsx
1096,Segovia,4,0,0,0,0,1,0,0,3,2025_2T.xlsx
1097,Soria,1,1,0,0,0,0,0,0,0,2025_2T.xlsx
1098,Valladolid,5,2,1,0,0,0,0,0,2,2025_2T.xlsx
1099,Zamora,6,2,1,0,3,0,0,0,0,2025_2T.xlsx
1100,Castilla-La Mancha,48,14,6,7,1,2,2,0,16,2025_2T.xlsx
1101,Albacete,14,5,2,1,0,0,1,0,5,2025_2T.xlsx
1102,Ciudad Real,9,3,1,0,1,0,0,0,4,2025_2T.xlsx
1103,Cuenca,2,0,0,1,0,0,0,0,1,2025_2T.xlsx
1104,Guadalajara,7,2,2,1,0,0,0,0,2,2025_2T.xlsx
1105,Toledo,16,4,1,4,0,2,1,0,4,2025_2T.xlsx
1106,Cataluña,376,121,33,49,26,20,5,0,122,2025_2T.xlsx
1107,Barcelona,328,105,28,35,26,17,5,0,112,2025_2T.xlsx
1108,Girona,19,4,1,7,0,2,0,0,5,2025_2T.xlsx
1109,Lleida,13,7,2,2,0,1,0,0,1,2025_2T.xlsx
1110,Tarragona,16,5,2,5,0,0,0,0,4,2025_2T.xlsx
1111,Comunitat Valenciana,219,74,28,26,16,15,4,0,56,2025_2T.xlsx
1112,Alicante,104,35,16,15,8,7,1,0,22,2025_2T.xlsx
1113,Castellón,15,7,0,2,1,3,0,0,2,2025_2T.xlsx
1114,Valencia,100,32,12,9,7,5,3,0,32,2025_2T.xlsx
1115,Extremadura,15,7,0,2,1,1,0,0,4,2025_2T.xlsx
1116,Badajoz,11,6,0,0,1,1,0,0,3,2025_2T.xlsx
1117,Cáceres,4,1,0,2,0,0,0,0,1,2025_2T.xlsx
1118,Galicia,88,25,12,9,11,8,2,0,21,2025_2T.xlsx
1119,A Coruña,41,10,4,5,7,3,0,0,12,2025_2T.xlsx
1120,Lugo,8,4,0,1,1,0,1,0,1,2025_2T.xlsx
1121,Ourense,3,1,0,1,0,1,0,0,0,2025_2T.xlsx
1122,Pontevedra,36,10,8,2,3,4,1,0,8,2025_2T.xlsx
1123,Madrid,280,95,32,23,17,10,4,1,98,2025_2T.xlsx
1124,Murcia,41,14,5,4,5,3,3,0,7,2025_2T.xlsx
1125,Navarra,12,4,3,0,1,1,0,0,3,2025_2T.xlsx
1126,Pais Vasco,77,26,16,8,6,6,2,0,13,2025_2T.xlsx
1127,Araba/Álava,10,3,3,0,1,2,0,0,1,2025_2T.xlsx
1128,Bizkaia,42,11,10,6,4,1,0,0,10,2025_2T.xlsx
1129,Gipuzkoa,25,12,3,2,1,3,2,0,2,2025_2T.xlsx
1130,La Rioja,11,3,2,2,1,2,0,0,1,2025_2T.xlsx
1131,Ceuta y Melilla,2,1,0,0,0,0,0,0,1,2025_2T.xlsx
1132,Ceuta,2,1,0,0,0,0,0,0,1,2025_2T.xlsx
1133,Melilla,0,0,0,0,0,0,0,0,0,2025_2T.xlsx
