,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename
2142,fisica,Albacete,96,96,0,0,,0,0,96,2025_2T.xlsx
2143,fisica,Ciudad Real,2,2,0,0,,1,0,1,2025_2T.xlsx
2144,fisica,Cuenca,27,27,0,0,,3,0,24,2025_2T.xlsx
2145,fisica,Guadalajara,67,67,0,0,,6,2,59,2025_2T.xlsx
2146,fisica,Toledo,152,152,0,0,,16,1,135,2025_2T.xlsx
2147,fisica,Cataluña,2558,2556,2,0,,313,4,2241,2025_2T.xlsx
2148,fisica,Barcelona,1920,1918,2,0,,272,3,1645,2025_2T.xlsx
2149,fisica,Girona,228,228,0,0,,9,0,219,2025_2T.xlsx
2150,fisica,Lleida,203,203,0,0,,14,1,188,2025_2T.xlsx
2151,fisica,Tarragona,207,207,0,0,,18,0,189,2025_2T.xlsx
2152,fisica,Comunitat Valenciana,1389,1389,0,0,,119,27,1243,2025_2T.xlsx
2153,fisica,Alicante,546,546,0,0,,12,3,531,2025_2T.xlsx
2154,fisica,Castellón,129,129,0,0,,10,0,119,2025_2T.xlsx
2155,fisica,Valencia,714,714,0,0,,97,24,593,2025_2T.xlsx
2156,fisica,Extremadura,151,151,0,0,,55,1,95,2025_2T.xlsx
2157,fisica,Badajoz,101,101,0,0,,42,0,59,2025_2T.xlsx
2158,fisica,Cáceres,50,50,0,0,,13,1,36,2025_2T.xlsx
2159,fisica,Galicia,457,456,1,0,,56,4,397,2025_2T.xlsx
2160,fisica,A Coruña,176,175,1,0,,17,3,156,2025_2T.xlsx
2161,fisica,Lugo,72,72,0,0,,12,1,59,2025_2T.xlsx
2162,fisica,Ourense,31,31,0,0,,2,0,29,2025_2T.xlsx
2163,fisica,Pontevedra,178,178,0,0,,25,0,153,2025_2T.xlsx
2164,fisica,Madrid,1400,1400,0,0,,73,48,1279,2025_2T.xlsx
2165,fisica,Murcia,637,637,0,0,,65,7,565,2025_2T.xlsx
2166,fisica,Navarra,84,84,0,0,,12,0,72,2025_2T.xlsx
2167,fisica,Pais Vasco,249,249,0,0,,22,0,227,2025_2T.xlsx
2168,fisica,Araba/Álava,39,39,0,0,,2,0,37,2025_2T.xlsx
2169,fisica,Bizkaia,142,142,0,0,,13,0,129,2025_2T.xlsx
2170,fisica,Gipuzkoa,68,68,0,0,,7,0,61,2025_2T.xlsx
2171,fisica,La Rioja,29,29,0,0,,3,3,23,2025_2T.xlsx
2172,fisica,Ceuta y Melilla,17,17,0,0,,4,0,13,2025_2T.xlsx
2173,empresas,Andalucía,137,134,3,0,,43,18,76,2025_2T.xlsx
2174,empresas,Almería,18,18,0,0,,6,3,9,2025_2T.xlsx
2175,empresas,Cádiz,13,12,1,0,,6,0,7,2025_2T.xlsx
2176,empresas,Córdoba,11,11,0,0,,4,0,7,2025_2T.xlsx
2177,empresas,Granada,14,13,1,0,,4,7,3,2025_2T.xlsx
2178,empresas,Huelva,4,4,0,0,,1,3,0,2025_2T.xlsx
2179,empresas,Jaén,4,4,0,0,,2,0,2,2025_2T.xlsx
2180,empresas,Málaga,37,37,0,0,,8,2,27,2025_2T.xlsx
2181,empresas,Sevilla,36,35,1,0,,12,3,21,2025_2T.xlsx
2182,empresas,Aragón,24,23,1,0,,10,4,10,2025_2T.xlsx
2183,empresas,Huesca,4,4,0,0,,1,3,0,2025_2T.xlsx
2184,empresas,Teruel,2,2,0,0,,1,0,1,2025_2T.xlsx
2185,empresas,Zaragoza,18,17,1,0,,8,1,9,2025_2T.xlsx
2186,empresas,Asturias,20,20,0,0,,5,7,8,2025_2T.xlsx
2187,empresas,"Balears, Illes",30,29,1,0,,16,0,14,2025_2T.xlsx
2188,empresas,Canarias,23,23,0,0,,4,11,8,2025_2T.xlsx
2189,empresas,Las Palmas de Gran Canaria,13,13,0,0,,1,6,6,2025_2T.xlsx
2190,empresas,Santa Cruz de Tenerife,10,10,0,0,,3,5,2,2025_2T.xlsx
2191,empresas,Cantabria,4,4,0,0,,1,2,1,2025_2T.xlsx
2192,empresas,Castilla y León,28,27,1,0,,6,8,14,2025_2T.xlsx
2193,empresas,Ávila,0,0,0,0,,0,0,0,2025_2T.xlsx
2194,empresas,Burgos,5,5,0,0,,0,1,4,2025_2T.xlsx
2195,empresas,León,4,3,1,0,,1,2,1,2025_2T.xlsx
2196,empresas,Palencia,2,2,0,0,,0,0,2,2025_2T.xlsx
2197,empresas,Salamanca,1,1,0,0,,0,0,1,2025_2T.xlsx
2198,empresas,Segovia,4,4,0,0,,0,3,1,2025_2T.xlsx
2199,empresas,Soria,1,1,0,0,,0,0,1,2025_2T.xlsx
2200,empresas,Valladolid,5,5,0,0,,2,1,2,2025_2T.xlsx
2201,empresas,Zamora,6,6,0,0,,3,1,2,2025_2T.xlsx
2202,empresas,Castilla-La Mancha,48,43,5,0,,15,6,27,2025_2T.xlsx
2203,empresas,Albacete,14,12,2,0,,5,2,7,2025_2T.xlsx
2204,empresas,Ciudad Real,9,9,0,0,,1,0,8,2025_2T.xlsx
2205,empresas,Cuenca,2,2,0,0,,0,0,2,2025_2T.xlsx
2206,empresas,Guadalajara,7,7,0,0,,1,3,3,2025_2T.xlsx
2207,empresas,Toledo,16,13,3,0,,8,1,7,2025_2T.xlsx
2208,empresas,Cataluña,376,365,11,0,,105,27,244,2025_2T.xlsx
2209,empresas,Barcelona,328,320,8,0,,95,25,208,2025_2T.xlsx
2210,empresas,Girona,19,18,1,0,,4,1,14,2025_2T.xlsx
2211,empresas,Lleida,13,12,1,0,,4,0,9,2025_2T.xlsx
2212,empresas,Tarragona,16,15,1,0,,2,1,13,2025_2T.xlsx
2213,empresas,Comunitat Valenciana,219,216,3,0,,45,57,117,2025_2T.xlsx
2214,empresas,Alicante,104,104,0,0,,15,8,81,2025_2T.xlsx
2215,empresas,Castellón,15,15,0,0,,6,1,8,2025_2T.xlsx
2216,empresas,Valencia,100,97,3,0,,24,48,28,2025_2T.xlsx
2217,empresas,Extremadura,15,15,0,0,,6,0,9,2025_2T.xlsx
2218,empresas,Badajoz,11,11,0,0,,5,0,6,2025_2T.xlsx
2219,empresas,Cáceres,4,4,0,0,,1,0,3,2025_2T.xlsx
2220,empresas,Galicia,88,87,1,0,,41,2,45,2025_2T.xlsx
2221,empresas,A Coruña,41,41,0,0,,17,2,22,2025_2T.xlsx
2222,empresas,Lugo,8,8,0,0,,5,0,3,2025_2T.xlsx
2223,empresas,Ourense,3,3,0,0,,1,0,2,2025_2T.xlsx
2224,empresas,Pontevedra,36,35,1,0,,18,0,18,2025_2T.xlsx
2225,empresas,Madrid,280,264,16,0,,56,141,83,2025_2T.xlsx
2226,empresas,Murcia,41,40,1,0,,17,4,20,2025_2T.xlsx
2227,empresas,Navarra,12,12,0,0,,7,0,5,2025_2T.xlsx
2228,empresas,Pais Vasco,77,75,2,0,,25,20,32,2025_2T.xlsx
2229,empresas,Araba/Álava,10,10,0,0,,3,2,5,2025_2T.xlsx
2230,empresas,Bizkaia,42,41,1,0,,14,12,16,2025_2T.xlsx
2231,empresas,Gipuzkoa,25,24,1,0,,8,6,11,2025_2T.xlsx
2232,empresas,La Rioja,11,11,0,0,,4,6,1,2025_2T.xlsx
2233,empresas,Ceuta y Melilla,2,2,0,0,,0,0,2,2025_2T.xlsx
